1,0.416667,0.493007
2,0.666667,0.471405
3,0.416667,0.493007
4,0.750000,0.433013
5,0.666667,0.471405
6,0.166667,0.372678
7,0.416667,0.493007
8,0.333333,0.471405
9,0.500000,0.500000
10,0.583333,0.493007
11,0.416667,0.493007
12,0.750000,0.433013
13,0.416667,0.493007
14,0.583333,0.493007
15,0.250000,0.433013
16,0.500000,0.500000
17,0.666667,0.471405
18,0.416667,0.493007
19,0.583333,0.493007
20,0.333333,0.471405
21,0.416667,0.493007
22,0.333333,0.471405
23,0.583333,0.493007
24,0.666667,0.471405
25,0.500000,0.500000
26,0.500000,0.500000
27,0.750000,0.433013
28,0.500000,0.500000
29,0.583333,0.493007
30,0.416667,0.493007
31,0.416667,0.493007
32,0.500000,0.500000
33,0.333333,0.471405
34,0.500000,0.500000
35,0.750000,0.433013
36,0.416667,0.493007
37,0.500000,0.500000
38,0.333333,0.471405
39,0.416667,0.493007
40,0.416667,0.493007
41,0.583333,0.493007
42,0.416667,0.493007
43,0.500000,0.500000
44,0.500000,0.500000
45,0.583333,0.493007
46,0.333333,0.471405
47,0.666667,0.471405
48,0.666667,0.471405
49,0.416667,0.493007
50,0.666667,0.471405
51,0.666667,0.471405
52,0.500000,0.500000
53,0.583333,0.493007
54,0.333333,0.471405
55,0.583333,0.493007
56,0.500000,0.500000
57,0.666667,0.471405
58,0.750000,0.433013
59,0.333333,0.471405
60,0.666667,0.471405
61,0.500000,0.500000
62,0.500000,0.500000
63,0.500000,0.500000
64,0.500000,0.500000
65,0.750000,0.433013
66,0.416667,0.493007
67,0.416667,0.493007
68,0.583333,0.493007
69,0.500000,0.500000
70,0.416667,0.493007
71,0.333333,0.471405
72,0.583333,0.493007
73,0.250000,0.433013
74,0.416667,0.493007
75,0.500000,0.500000
76,0.500000,0.500000
77,0.666667,0.471405
78,0.583333,0.493007
79,0.666667,0.471405
80,0.333333,0.471405
81,0.500000,0.500000
82,0.500000,0.500000
83,0.666667,0.471405
84,0.416667,0.493007
85,0.333333,0.471405
86,0.583333,0.493007
87,0.333333,0.471405
88,0.333333,0.471405
89,0.416667,0.493007
90,0.333333,0.471405
91,0.250000,0.433013
92,0.500000,0.500000
93,0.416667,0.493007
94,0.333333,0.471405
95,0.583333,0.493007
96,0.583333,0.493007
97,0.583333,0.493007
98,0.416667,0.493007
99,0.500000,0.500000
100,0.583333,0.493007
101,0.500000,0.500000
102,0.250000,0.433013
103,0.583333,0.493007
104,0.333333,0.471405
105,0.416667,0.493007
106,0.416667,0.493007
107,0.333333,0.471405
108,0.500000,0.500000
109,0.583333,0.493007
110,0.583333,0.493007
111,0.500000,0.500000
112,0.583333,0.493007
113,0.416667,0.493007
114,0.333333,0.471405
115,0.500000,0.500000
116,0.583333,0.493007
117,0.333333,0.471405
118,0.250000,0.433013
119,0.666667,0.471405
120,0.416667,0.493007
121,0.500000,0.500000
122,0.583333,0.493007
123,0.500000,0.500000
124,0.500000,0.500000
125,0.500000,0.500000
126,0.333333,0.471405
127,0.250000,0.433013
128,0.500000,0.500000
129,0.666667,0.471405
130,0.500000,0.500000
131,0.500000,0.500000
132,0.583333,0.493007
133,0.583333,0.493007
134,0.666667,0.471405
135,0.416667,0.493007
136,0.583333,0.493007
137,0.500000,0.500000
138,0.583333,0.493007
139,0.416667,0.493007
140,0.583333,0.493007
141,0.666667,0.471405
142,0.666667,0.471405
143,0.333333,0.471405
144,0.416667,0.493007
145,0.416667,0.493007
146,0.583333,0.493007
147,0.500000,0.500000
148,0.500000,0.500000
149,0.750000,0.433013
150,0.666667,0.471405
151,0.416667,0.493007
152,0.666667,0.471405
153,0.500000,0.500000
154,0.333333,0.471405
155,0.250000,0.433013
156,0.500000,0.500000
157,0.416667,0.493007
158,0.500000,0.500000
159,0.833333,0.372678
160,0.416667,0.493007
161,0.416667,0.493007
162,0.666667,0.471405
163,0.666667,0.471405
164,0.583333,0.493007
165,0.500000,0.500000
166,0.833333,0.372678
167,0.500000,0.500000
168,0.416667,0.493007
169,0.500000,0.500000
170,0.416667,0.493007
171,0.500000,0.500000
172,0.666667,0.471405
173,0.583333,0.493007
174,0.416667,0.493007
175,0.833333,0.372678
176,0.583333,0.493007
177,0.666667,0.471405
178,0.500000,0.500000
179,0.416667,0.493007
180,0.666667,0.471405
181,0.500000,0.500000
182,0.666667,0.471405
183,0.583333,0.493007
184,0.583333,0.493007
185,0.416667,0.493007
186,0.333333,0.471405
187,0.666667,0.471405
188,0.416667,0.493007
189,0.583333,0.493007
190,0.500000,0.500000
191,0.250000,0.433013
192,0.416667,0.493007
193,0.583333,0.493007
194,0.500000,0.500000
195,0.583333,0.493007
196,0.500000,0.500000
197,0.750000,0.433013
198,0.666667,0.471405
199,0.666667,0.471405
200,0.333333,0.471405
